,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
216,0.03,0.58,0.11,0.77,0.06,0.35,0.45,0.58,0.3,0.1,0.0,0.0,0.36,0.86,0.26,0.4,0.14,0.1,0.22,0.34,0.26,0.27,0.25,0.27,0.41,0.25,0.3,0.02,0.23,0.23,0.24,0.35,0.21,0.81,0.47,0.29,0.34,0.39,0.48,0.29,0.61,0.58,0.62,0.7,0.72,0.76,0.65,0.72,0.74,0.0,0.09,0.01,0.2,0.3,0.35,0.4,0.06,0.08,0.09,0.09,0.74,0.15,0.26,0.27,0.63,0.68,0.56,0.45,0.27,0.36,0.5,0.06,0.6,0.43,0.24,0.37,0.9,0.34,0.04,0.14,0.13,0.13,0.26,0.27,0.3,0.31,0.34,0.63,0.51,0.0,0.0,0.13,0.6,0.26,0.14,0.67,0.07,0.06,0.92,0.25,0.06,0.06,0.14,0.06,0.69,0.51,0.45999999999999996,0.33,0.11,0.49,0.039999999999999994,0.76,0.07999999999999999,0.05,0.13,0.01,0.04999999999999999,0.08,0.9099999999999999,0.030000000000000027,0.0,0.36,0.08
1733,0.0,0.39,0.12,0.88,0.09,0.01,0.46,0.52,0.35,0.42,0.0,0.0,0.22,0.46,0.27,0.36,0.47,0.49,0.39,0.25,0.22,0.21,0.23,0.1,0.29,0.81,0.59,0.01,0.35,0.22,0.45,0.14,0.51,0.47,0.78,0.25,0.77,0.21,0.61,0.33,0.7,0.69,0.47,0.54,0.58,0.66,0.48,0.48,0.6,0.0,0.16,0.0,1.0,1.0,1.0,0.87,0.18,0.14,0.11,0.09,0.96,0.04,0.2,0.19,0.41,0.42,0.42,0.5,0.06,0.5,0.5,0.02,0.72,0.5,0.1,0.39,0.25,0.55,0.46,0.07,0.07,0.08,0.12,0.17,0.19,0.19,0.34,0.09,0.35,0.0,0.0,0.05,0.87,0.54,0.72,0.75,0.07,0.22,0.92,0.25,0.26,0.22,0.54,0.06,0.45999999999999996,0.95,0.45999999999999996,0.13,0.12000000000000001,0.26,0.2,0.36000000000000004,0.54,0.02,0.17,0.01,0.04999999999999999,0.06000000000000001,0.7,0.44,0.0,0.36,0.11
879,0.01,0.51,0.11,0.9,0.05,0.01,1.0,0.96,1.0,0.52,0.0,0.0,0.09,0.3,0.59,0.44,0.69,0.28,0.61,0.18,0.16,0.15,0.19,0.0,0.08,0.01,0.15,0.02,0.52,0.45,0.42,0.43,0.44,0.29,0.27,0.88,0.35,0.46,0.27,0.85,0.36,0.33,0.23,0.55,0.63,0.59,0.52,0.58,0.68,0.0,0.18,0.0,0.95,0.9,0.73,0.62,0.13,0.11,0.08,0.06,0.95,0.02,0.01,0.02,0.18,0.22,0.19,0.49,0.05,0.55,0.0,0.02,0.74,0.47,0.08,0.35,0.54,0.31,0.2,0.08,0.09,0.1,0.07,0.1,0.1,0.09,0.53,0.28,0.56,0.0,0.0,0.05,0.58,0.31,0.27,0.41,0.21000000000000002,0.38,0.79,0.41000000000000003,0.1,0.06,0.34,0.38,0.69,0.73,0.22,0.13,0.12000000000000001,0.03,0.08,0.36000000000000004,0.54,0.02,0.16,0.02,0.16,0.06000000000000001,0.9099999999999999,0.030000000000000027,0.0,0.04000000000000001,0.14
1688,0.02,0.59,0.05,0.91,0.1,0.11,0.49,0.44,0.25,0.14,0.04,1.0,0.64,0.83,0.5,0.63,0.19,0.07,0.35,0.61,0.52,0.51,0.44,0.17,0.48,0.39,0.56,0.01,0.06,0.06,0.1,0.56,0.19,0.75,0.45,0.46,0.16,0.7,0.34,0.26,0.42,0.4,0.58,0.82,0.84,0.89,0.82,0.52,0.5,0.0,0.04,0.01,0.15,0.22,0.3,0.29,0.04,0.06,0.07,0.06,0.89,0.06,0.22,0.24,0.64,0.68,0.48,0.75,0.08,0.14,0.5,0.01,0.88,0.72,0.08,0.44,0.77,0.0,0.09,0.17,0.17,0.19,0.43,0.43,0.5,0.51,0.4,0.38,0.31,0.0,0.0,0.12,0.54,0.52,0.47,0.73,0.07,0.38,0.92,0.41000000000000003,0.06,0.22,0.14,0.22,0.69,0.95,0.22,0.33,0.12000000000000001,0.26,0.039999999999999994,0.36000000000000004,0.31,0.06,0.09,0.05,0.16,0.08,0.49,0.85,0.0,0.36,0.08
1077,0.01,0.37,0.11,0.9,0.02,0.01,0.43,0.43,0.28,0.46,0.0,0.0,0.22,0.43,0.24,0.34,0.53,0.46,0.45,0.24,0.24,0.24,0.2,0.13,0.5,0.32,0.21,0.02,0.38,0.54,0.57,0.23,0.26,0.45,0.72,0.32,0.73,0.36,0.49,0.22,0.51,0.53,0.37,0.66,0.64,0.83,0.51,0.56,0.51,0.0,0.11,0.0,0.0,0.29,0.31,0.52,0.0,0.01,0.01,0.01,0.98,0.02,0.09,0.1,0.39,0.4,0.39,0.59,0.09,0.44,0.5,0.02,0.71,0.59,0.09,0.48,0.65,0.53,0.52,0.08,0.08,0.09,0.02,0.08,0.08,0.15,0.28,0.21,0.39,0.0,0.0,0.01,0.77,0.61,0.8,0.76,0.07,0.06,0.79,0.25,0.26,0.22,0.54,0.22,0.9199999999999999,0.73,0.22,0.13,0.12000000000000001,0.26,0.039999999999999994,0.56,0.54,0.13,0.02,0.0,0.37,0.06000000000000001,0.7,0.030000000000000027,0.0,0.04000000000000001,0.15
287,0.0,0.69,0.0,0.98,0.07,0.01,0.47,0.34,0.23,0.26,0.0,0.17,0.86,0.75,0.31,0.81,0.27,0.0,0.42,0.8,0.71,0.69,0.57,0.12,0.64,1.0,0.87,0.0,0.04,0.16,0.15,0.7,0.2,0.7,0.35,0.48,0.1,0.77,0.16,0.29,0.12,0.14,0.62,0.97,0.98,0.96,0.94,0.74,0.74,0.0,0.01,0.0,0.0,0.1,0.14,0.12,0.0,0.03,0.03,0.03,0.79,0.01,0.2,0.24,0.72,0.71,0.38,0.97,0.01,0.09,0.5,0.01,0.87,0.96,0.0,0.64,0.77,0.0,0.0,0.49,0.52,0.54,0.52,0.77,0.91,0.81,0.48,0.57,0.33,0.0,0.0,0.12,0.46,0.69,0.72,0.58,0.21000000000000002,0.38,0.79,0.25,0.06,0.22,0.54,0.06,0.69,0.51,0.22,0.33,0.34,0.03,0.2,0.36000000000000004,0.54,0.09,0.03,0.02,0.04999999999999999,0.08,0.7,0.030000000000000027,0.0,0.2,0.01
387,0.0,0.38,0.25,0.77,0.0,0.06,0.49,0.47,0.35,0.61,0.0,0.0,0.21,0.4,0.3,0.4,0.68,0.22,0.52,0.26,0.26,0.28,0.14,0.0,0.0,0.34,0.3,0.01,0.36,0.41,0.46,0.27,0.44,0.36,0.34,0.42,0.51,0.33,0.53,0.31,0.5,0.53,0.42,0.61,0.57,0.59,0.69,0.39,0.49,0.01,0.23,0.0,0.51,0.63,0.74,0.69,0.09,0.1,0.1,0.09,0.93,0.12,0.19,0.18,0.36,0.33,0.43,0.56,0.15,0.53,0.5,0.03,0.56,0.59,0.33,0.85,0.44,0.49,0.41,0.04,0.06,0.08,0.16,0.18,0.18,0.22,0.38,0.3,0.43,0.0,0.0,0.07,0.73,0.56,0.51,0.82,0.21000000000000002,0.38,0.92,0.41000000000000003,0.1,0.22,0.34,0.06,0.9199999999999999,0.95,0.45999999999999996,0.13,0.11,0.26,0.2,0.36000000000000004,0.31,0.03,0.08,0.0,0.37,0.08,0.9099999999999999,0.030000000000000027,0.0,0.2,0.43
541,0.05,0.61,0.04,0.68,0.84,0.25,0.45,0.51,0.35,0.22,0.07,1.0,0.65,0.8,0.18,0.57,0.28,0.2,0.46,0.6,0.48,0.49,0.37,0.41,0.38,0.4,0.47,0.02,0.1,0.11,0.19,0.42,0.25,0.71,0.49,0.34,0.26,0.55,0.41,0.45,0.56,0.51,0.61,0.69,0.66,0.83,0.61,0.55,0.61,0.01,0.14,0.04,0.31,0.35,0.43,0.46,0.34,0.33,0.37,0.36,0.64,0.23,0.4,0.41,0.67,0.66,0.65,0.64,0.31,0.33,0.5,0.02,0.91,0.64,0.09,0.19,0.63,0.05,0.1,0.67,0.68,0.68,0.79,0.73,0.88,0.77,0.51,0.52,0.17,0.0,0.0,0.46,0.48,0.59,0.55,0.73,0.21000000000000002,0.38,0.92,0.25,0.1,0.22,0.14,0.38,0.9199999999999999,0.73,0.45999999999999996,0.33,0.12000000000000001,0.03,0.2,0.56,0.07999999999999999,0.02,0.54,0.03,0.37,0.22000000000000003,0.49,0.44,0.0,0.36,0.13
509,0.0,0.39,0.01,0.97,0.03,0.01,0.51,0.56,0.41,0.42,0.0,0.0,0.19,0.57,0.37,0.42,0.49,0.54,0.56,0.22,0.21,0.2,0.16,0.09,0.11,0.01,0.64,0.01,0.33,0.44,0.42,0.25,0.38,0.51,0.28,0.53,0.54,0.42,0.41,0.45,0.45,0.45,0.36,0.61,0.64,0.7,0.61,0.57,0.62,0.0,0.08,0.0,0.17,0.17,0.25,0.22,0.06,0.06,0.08,0.06,0.86,0.01,0.1,0.11,0.37,0.44,0.3,0.54,0.09,0.6,0.0,0.01,0.75,0.51,0.03,0.44,0.35,0.28,0.56,0.08,0.08,0.08,0.25,0.24,0.23,0.22,0.69,0.35,0.58,0.0,0.0,0.16,0.78,0.48,0.78,0.71,0.21000000000000002,0.22,0.79,0.09,0.26,0.22,0.14,0.38,0.45999999999999996,0.95,0.22,0.13,0.11,0.49,0.2,0.76,0.54,0.22,0.01,0.01,0.37,0.08,0.7,0.44,0.0,0.04000000000000001,0.04
734,0.01,0.53,0.14,0.85,0.09,0.15,0.22,0.29,0.08,0.56,0.02,1.0,0.48,0.58,0.06,0.51,0.55,0.1,0.42,0.43,0.36,0.35,0.27,0.35,0.37,0.59,0.46,0.0,0.07,0.16,0.25,0.33,0.24,0.56,0.14,0.45,0.18,0.42,0.27,0.1,0.35,0.32,0.47,0.84,0.83,0.8,0.73,0.69,0.63,0.0,0.09,0.01,0.2,0.17,0.17,0.26,0.16,0.12,0.11,0.16,0.78,0.1,0.18,0.2,0.57,0.52,0.71,0.83,0.13,0.42,0.5,0.04,0.42,0.85,0.01,0.22,0.92,0.1,0.17,0.21,0.19,0.18,0.68,0.59,0.62,0.65,0.53,0.58,0.39,0.0,0.0,0.35,0.17,0.26,0.42,0.27,0.07,0.22,0.79,0.09,0.06,0.06,0.34,0.06,0.69,0.51,0.22,0.33,0.12000000000000001,0.03,0.2,0.56,0.07999999999999999,0.02,0.14,0.01,0.16,0.08,0.7,0.85,0.0,0.04000000000000001,0.1
876,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0.0,0.0,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.2,0.29,0.15,0.09,0.25,0.0,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0.0,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0.0,0.98,0.02,0.26,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.5,0.03,0.58,0.56,0.11,0.56,0.67,0.72,1.0,0.07,0.07,0.11,0.0,0.06,0.09,0.08,0.28,0.19,0.43,0.0,0.0,0.01,0.67,0.59,0.66,0.6,0.21000000000000002,0.06,0.92,0.09,0.06,0.38,0.54,0.06,0.9199999999999999,0.73,0.45999999999999996,0.33,0.34,0.49,0.039999999999999994,0.76,0.31,0.17,0.02,0.01,0.37,0.06000000000000001,0.7,0.030000000000000027,0.0,0.36,0.28
987,0.01,0.34,0.03,0.93,0.17,0.04,0.23,0.31,0.19,0.67,0.02,1.0,0.72,0.52,0.12,0.78,0.67,0.07,0.62,0.76,0.76,0.74,0.5,0.0,0.7,0.37,0.52,0.0,0.03,0.09,0.16,0.69,0.09,0.55,0.31,0.61,0.17,0.8,0.21,0.34,0.23,0.23,0.41,0.91,0.92,0.99,0.87,0.23,0.33,0.0,0.08,0.01,0.27,0.33,0.32,0.37,0.13,0.14,0.12,0.13,0.84,0.04,0.15,0.15,0.38,0.48,0.08,0.81,0.03,0.41,0.5,0.01,0.88,0.73,0.04,0.23,0.27,0.02,0.05,0.59,0.56,0.52,0.48,0.61,0.79,0.58,0.38,0.49,0.68,0.0,0.0,0.2,0.7,0.86,0.82,0.8,0.21000000000000002,0.06,0.92,0.41000000000000003,0.06,0.06,0.34,0.38,0.69,0.51,0.45999999999999996,0.33,0.11,0.26,0.039999999999999994,0.76,0.07999999999999999,0.01,0.41,0.37,0.37,0.08,0.9099999999999999,0.030000000000000027,0.0,0.04000000000000001,0.08
