,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
1396,0.02,0.45,0.74,0.33,0.16,0.21,0.33,0.46,0.29,0.49,0.03,1.0,0.47,0.59,0.23,0.53,0.54,0.28,0.54,0.48,0.41,0.44,0.39,0.25,0.42,0.39,0.44,0.01,0.13,0.25,0.38,0.31,0.49,0.55,0.45,0.33,0.49,0.36,0.45,0.54,0.47,0.48,0.6,0.58,0.51,0.75,0.6,0.66,0.63,0.02,0.41,0.02,0.18,0.26,0.37,0.42,0.19,0.23,0.3,0.31,0.65,0.22,0.44,0.38,0.5,0.64,0.28,0.62,0.22,0.51,0.5,0.01,0.88,0.54,0.08,0.38,0.23,0.15,0.36,0.36,0.34,0.31,0.43,0.46,0.51,0.44,0.37,0.7,1.0,0.0,0.0,0.42,0.59,0.73,0.75,0.77,0.21000000000000002,0.38,0.92,0.25,0.1,0.22,0.34,0.38,0.9199999999999999,0.51,0.01999999999999999,0.33,0.34,0.49,0.2,0.76,0.07999999999999999,0.01,0.64,0.53,0.04999999999999999,0.06000000000000001,0.49,0.030000000000000027,0.0,0.04000000000000001,0.2
1743,0.0,0.53,0.02,0.97,0.04,0.01,0.43,0.56,0.34,0.25,0.0,0.0,0.43,0.69,0.6,0.54,0.36,0.22,0.3,0.41,0.34,0.32,0.09,0.69,0.07,0.5,0.54,0.0,0.12,0.28,0.3,0.18,0.26,0.72,0.63,0.27,0.58,0.31,0.39,0.43,0.36,0.39,0.54,0.73,0.79,0.79,0.8,0.8,0.86,0.01,0.26,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.01,0.96,0.03,0.19,0.19,0.54,0.64,0.27,0.73,0.1,0.41,0.5,0.01,0.86,0.66,0.04,0.42,0.69,0.06,0.28,0.21,0.18,0.15,0.39,0.39,0.39,0.36,0.34,0.53,0.28,0.0,0.0,0.01,0.84,0.56,0.59,0.82,0.07,0.22,0.79,0.25,0.26,0.06,0.34,0.38,0.45999999999999996,0.51,0.22,0.07,0.11,0.03,0.08,0.76,0.07999999999999999,0.07,0.04,0.03,0.16,0.06000000000000001,0.9099999999999999,0.85,0.0,0.2,0.11
1807,0.01,0.68,0.01,0.99,0.02,0.01,0.44,0.46,0.29,0.21,0.01,0.43,0.58,0.78,0.21,0.5,0.36,0.24,0.41,0.55,0.39,0.37,0.49,0.76,0.34,0.35,0.29,0.0,0.09,0.08,0.2,0.34,0.46,0.71,0.25,0.38,0.25,0.41,0.25,0.39,0.3,0.29,0.72,0.87,0.88,0.94,0.69,0.57,0.58,0.0,0.06,0.0,0.07,0.1,0.08,0.09,0.01,0.02,0.01,0.01,0.94,0.01,0.35,0.37,0.73,0.76,0.26,0.94,0.05,0.23,0.5,0.01,0.84,0.9,0.28,0.62,0.58,0.04,0.01,0.42,0.4,0.39,0.1,0.39,0.64,0.37,0.49,0.63,0.49,0.0,0.0,0.07,0.91,0.81,0.81,0.92,0.07,0.06,0.92,0.41000000000000003,0.1,0.06,0.54,0.22,0.9199999999999999,0.51,0.01999999999999999,0.07,0.34,0.26,0.2,0.36000000000000004,0.31,0.06,0.05,0.1,0.37,0.06000000000000001,0.49,0.85,0.0,0.36,0.13
503,0.0,0.67,0.01,0.97,0.07,0.01,1.0,1.0,1.0,0.22,0.0,0.0,0.31,0.72,0.64,0.66,0.33,0.3,0.21,0.38,0.23,0.23,0.08,0.03,0.09,0.04,0.17,0.01,0.38,0.27,0.19,0.49,0.39,0.65,0.36,0.62,0.43,0.35,0.23,0.96,0.26,0.25,0.48,0.63,0.72,0.74,0.67,0.84,0.89,0.0,0.2,0.0,0.44,0.55,0.56,0.58,0.07,0.08,0.07,0.07,0.91,0.07,0.17,0.18,0.44,0.58,0.32,0.45,0.08,0.58,0.0,0.0,0.92,0.39,0.0,0.23,0.67,0.1,0.0,0.16,0.13,0.13,0.28,0.31,0.34,0.29,0.55,0.32,0.42,0.0,0.0,0.06,0.55,0.22,0.14,0.39,0.07,0.06,0.92,0.09,0.06,0.06,0.14,0.06,0.69,0.73,0.22,0.13,0.11,0.26,0.2,0.36000000000000004,0.07999999999999999,0.01,0.22,0.05,0.04999999999999999,0.06000000000000001,0.49,0.85,0.0,0.2,0.04
1752,0.02,0.48,0.23,0.76,0.18,0.06,0.28,0.34,0.21,0.48,0.03,1.0,0.76,0.66,0.16,0.77,0.5,0.1,0.52,0.75,0.7,0.72,0.52,0.85,0.28,0.6,0.63,0.01,0.07,0.18,0.19,0.79,0.17,0.65,0.27,0.61,0.11,0.8,0.19,0.41,0.25,0.24,0.51,0.83,0.85,0.91,0.72,0.46,0.52,0.01,0.13,0.02,0.33,0.38,0.36,0.38,0.31,0.31,0.26,0.26,0.71,0.11,0.21,0.21,0.53,0.57,0.3,0.82,0.05,0.22,0.5,0.01,0.93,0.78,0.0,0.53,0.0,0.03,0.0,0.52,0.52,0.51,0.56,0.61,0.79,0.68,0.52,0.61,0.64,0.0,0.0,0.39,0.53,0.76,0.65,0.6,0.21000000000000002,0.38,0.92,0.41000000000000003,0.26,0.06,0.14,0.38,0.69,0.51,0.45999999999999996,0.13,0.12000000000000001,0.26,0.2,0.76,0.07999999999999999,0.01,0.47,0.98,0.04999999999999999,0.22000000000000003,0.49,0.44,0.0,0.04000000000000001,0.19
1836,0.01,0.45,1.0,0.1,0.02,0.01,0.44,0.47,0.31,0.51,0.03,1.0,0.1,0.41,0.15,0.2,0.67,0.79,0.58,0.11,0.13,0.25,0.16,0.29,0.2,0.46,0.49,0.04,0.7,0.52,0.66,0.15,0.63,0.3,0.29,0.25,0.44,0.21,0.87,0.47,0.88,0.92,0.51,0.05,0.03,0.0,0.17,0.62,0.57,0.03,0.81,0.0,0.17,0.12,0.1,0.17,0.01,0.01,0.01,0.01,0.96,0.01,0.41,0.35,0.45,0.4,0.52,0.33,0.29,0.53,0.5,0.04,0.55,0.37,0.53,0.59,0.38,0.74,0.22,0.05,0.05,0.05,0.02,0.11,0.14,0.15,0.68,0.37,0.58,0.0,0.0,0.03,0.85,0.55,0.73,0.8,0.21000000000000002,0.06,0.79,0.09,0.26,0.22,0.34,0.38,0.69,0.95,0.01999999999999999,0.07,0.11,0.49,0.08,0.36000000000000004,0.54,0.05,0.08,0.01,0.16,0.06000000000000001,0.9099999999999999,0.85,0.0,0.36,0.86
832,0.01,0.46,0.0,0.99,0.02,0.02,0.37,0.4,0.28,0.49,0.01,0.6,0.4,0.49,0.57,0.6,0.6,0.28,0.74,0.4,0.37,0.36,0.0,0.26,0.23,0.0,0.71,0.01,0.13,0.46,0.51,0.3,0.32,0.56,0.39,0.44,0.38,0.39,0.27,0.34,0.25,0.26,0.47,0.84,0.82,0.82,0.6,0.51,0.63,0.0,0.06,0.0,0.06,0.07,0.1,0.09,0.02,0.02,0.03,0.02,0.8,0.1,0.18,0.19,0.51,0.52,0.35,0.84,0.04,0.39,0.5,0.02,0.76,0.81,0.22,0.72,0.44,0.03,0.32,0.33,0.34,0.35,0.31,0.39,0.52,0.43,0.52,0.53,0.65,0.0,0.0,0.13,0.1,0.86,0.75,0.59,0.21000000000000002,0.06,0.92,0.25,0.06,0.06,0.14,0.38,0.9199999999999999,0.51,0.22,0.13,0.12000000000000001,0.03,0.2,0.76,0.54,0.08,0.04,0.02,0.04999999999999999,0.08,0.7,0.44,0.0,0.04000000000000001,0.02
1450,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1.0,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.25,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.07,0.16,0.93,0.18,0.06,0.12,0.24,0.16,0.55,0.68,0.5,0.0,0.0,0.35,0.07,0.86,1.0,0.34,0.14,0.09,0.24,0.03,0.64,1.0,0.51,0.06,0.44
897,0.04,0.35,0.1,0.87,0.06,0.06,0.33,0.5,0.3,0.51,0.06,1.0,0.29,0.47,0.17,0.51,0.55,0.42,0.59,0.34,0.33,0.33,0.26,0.2,0.53,0.24,0.32,0.04,0.31,0.44,0.49,0.25,0.45,0.48,0.47,0.44,0.46,0.34,0.56,0.44,0.6,0.61,0.4,0.49,0.51,0.51,0.45,0.52,0.5,0.02,0.27,0.01,0.1,0.16,0.23,0.24,0.03,0.04,0.06,0.06,0.84,0.06,0.16,0.15,0.37,0.41,0.36,0.43,0.09,0.57,0.0,0.08,0.64,0.42,0.1,0.62,0.06,0.22,0.19,0.31,0.3,0.29,0.31,0.39,0.44,0.41,0.52,0.63,0.53,0.01,0.02,0.13,0.64,0.56,0.76,0.67,0.07,0.38,0.92,0.41000000000000003,0.1,0.38,0.54,0.22,0.9199999999999999,0.51,0.22,0.07,0.12000000000000001,0.49,0.2,0.36000000000000004,0.07999999999999999,0.08,0.11,0.05,0.04999999999999999,0.08,0.49,0.85,0.0,0.36,0.22
1967,0.01,0.66,0.0,0.97,0.1,0.02,0.42,0.39,0.26,0.2,0.01,0.51,0.81,0.86,0.33,0.71,0.29,0.11,0.4,0.72,0.58,0.56,0.81,0.0,0.37,0.0,0.97,0.0,0.01,0.1,0.14,0.64,0.32,0.74,0.69,0.44,0.22,0.78,0.17,0.37,0.19,0.18,0.65,0.92,0.93,0.95,0.86,0.53,0.58,0.0,0.04,0.0,0.27,0.26,0.3,0.29,0.06,0.05,0.05,0.05,0.93,0.04,0.24,0.28,0.72,0.72,0.53,0.9,0.03,0.16,0.5,0.01,0.87,0.88,0.18,0.71,0.63,0.02,0.27,0.53,0.56,0.55,0.4,0.55,0.83,0.62,0.26,0.5,0.49,0.0,0.0,0.09,0.74,0.79,0.81,0.77,0.07,0.22,0.92,0.09,0.06,0.06,0.34,0.06,0.45999999999999996,0.73,0.01999999999999999,0.07,0.12000000000000001,0.26,0.039999999999999994,0.56,0.54,0.09,0.04,0.04,0.04999999999999999,0.06000000000000001,0.9099999999999999,0.85,0.0,0.2,0.04
1719,0.01,0.39,0.24,0.8,0.02,0.01,0.41,0.45,0.3,0.49,0.0,0.0,0.25,0.51,0.08,0.35,0.56,0.33,0.44,0.28,0.27,0.29,0.21,0.11,0.25,0.31,0.34,0.01,0.27,0.58,0.63,0.25,0.31,0.53,0.7,0.29,0.64,0.36,0.48,0.3,0.47,0.5,0.4,0.61,0.58,0.54,0.71,0.71,0.73,0.01,0.35,0.0,0.78,0.7,0.62,0.53,0.07,0.06,0.05,0.04,0.96,0.01,0.14,0.15,0.41,0.41,0.41,0.64,0.13,0.44,0.5,0.02,0.75,0.64,0.09,0.55,0.6,0.5,0.11,0.09,0.1,0.12,0.1,0.15,0.16,0.18,0.24,0.22,0.33,0.0,0.0,0.03,0.78,0.65,0.67,0.74,0.07,0.38,0.79,0.09,0.06,0.22,0.14,0.22,0.45999999999999996,0.73,0.45999999999999996,0.33,0.12000000000000001,0.49,0.08,0.56,0.54,0.03,0.13,0.0,0.16,0.22000000000000003,0.49,0.030000000000000027,0.0,0.2,0.23
1487,0.05,0.39,0.25,0.76,0.12,0.04,0.35,0.57,0.36,0.36,0.06,1.0,0.38,0.68,0.12,0.47,0.34,0.24,0.44,0.39,0.35,0.37,0.27,0.16,0.3,0.26,0.44,0.03,0.2,0.29,0.37,0.38,0.14,0.7,0.23,0.44,0.28,0.42,0.63,0.43,0.6,0.64,0.42,0.55,0.57,0.69,0.54,0.66,0.67,0.03,0.39,0.01,0.82,0.7,0.67,0.65,0.19,0.14,0.12,0.11,0.92,0.06,0.18,0.15,0.37,0.41,0.39,0.31,0.1,0.51,0.5,0.05,0.79,0.32,0.1,0.25,0.69,0.31,0.25,0.26,0.26,0.26,0.45,0.48,0.51,0.48,0.44,0.51,0.4,0.03,0.02,0.09,0.52,0.32,0.44,0.36,0.07,0.06,0.79,0.41000000000000003,0.06,0.38,0.54,0.06,0.45999999999999996,0.95,0.22,0.33,0.11,0.03,0.2,0.36000000000000004,0.54,0.05,0.18,0.13,0.16,0.08,0.7,0.030000000000000027,0.0,0.36,0.51
